checklist_code,location_code,item_code,question,guideline,regulation_ref,ksm_sms_ref,ship_type,sequence_no
F605,90,9616,"Safety Management (Work Environment)
Are emergency escape routes clearly marked, unobstructed, well illuminated and are ship’s crew familiar with the escape routes?","<Check point>
Check placards and symbol marks.
Note arrows showing escape routes from engine room are marked on each floor of engine room. Note arrows are clear. At least one arrow must be sighted from wherever in engine room.
Escape Trunk equipped with Harness.
<Liquid only>
Escape routes marked by luminous paint.",,Rigthship 12.21,Common,535
F605,90,9617,"Safety Management (Work Environment)
Is all moving machinery provided with effective guards where this presents a hazard, and adequate eye protection available?","<Check point>
All moving machineries, irrespective of their size shall be provided with effective guard to avoid any direct contact with moving parts during inspection or rounds.
Check caution mark around it to see easily.",,,Common,536
F605,90,9618,"Safety Management (Work Environment)
Are records maintained for the regular inspection and testing of lifting devices and loose gears?",<Check point> Check SPM E 448 Loose Gear Inspection Record,,,Common,537
F604,GENERAL,1.0,KSM Human Resource Manual is available and up to date,,,HRM 2.3.3,,1
F604,GENERAL,2.0,"Is Manning Office located in a country, signatory to MLC 2006",,,HRM 11.1,,2
F604,GENERAL,3.0,SPRS Licence or recognition from National Authority,,,HRM 11.1,,3
F604,GENERAL,4.0,Holding Safe Manning Certificate for managed vessels,,ISM 6.2,,,4
F604,GENERAL,5.0,"Is quality certified, name of QA body",,,HRM 11.1,,5
F604,GENERAL,6.0,Obtain a copy of organization structure,,,,,6
F604,GENERAL,7.0,Availability of applicable CBA in Manning Office,,,,,7
F604,GENERAL,8.0,Procedure to keep abreast with industry changes,,,HRM 11.2.6,,8
F604,GENERAL,9.0,Management contract with KSM,,,,,9
F604,RECRUITMENT,10.0,Availability of rotation plan from KSM,,,HRM 3.3.4,,10
F604,RECRUITMENT,11.0,Awareness of Officer's Matrix from OCIMF,,,HRM 3.3.6,,11
F604,RECRUITMENT,12.0,Evidence of pre-employment tests,,,HRM 3.5.5,,12
F604,RECRUITMENT,13.0,Authencity of documentation,,,HRM 3.5.8,,13
F604,RECRUITMENT,14.0,Document verification process and use of F 502,,,HRM 3.5.8.3,,14
F604,RECRUITMENT,15.0,Sample check for various ranks against minimum qualification documented by KSM,,,HRM Sec 3. Annex,,15
F604,RECRUITMENT,16.0,Notice of readiness and mutual agreement early joining,,,HRM 4.1.2,,16
F604,RECRUITMENT,17.0,"Handling of ex-crew and ex-officers, retention",,,HRM 11.2.9,,17
F604,RECRUITMENT,18.0,Medical examination - acceptance by Admin,,,HRM 4.1.3.2,,18
F604,RECRUITMENT,19.0,Quality control of clinics,,,HRM 4.1.3.5,,19
F604,RECRUITMENT,20.0,Understanding and acceptance of SEA,,,HRM 4.1.4.2,,20
F604,RECRUITMENT,21.0,Familiarisation process for Junior Officers,,ISM 6.1.2,HRM 4.6,,21
F604,RECRUITMENT,22.0,Familiarisation process for Ratings,,,HRM 4.7,,22
F604,RECRUITMENT,23.0,Drug and Alcohol screening,,,HRM 5.4,,23
F604,RECRUITMENT,24.0,Confirmation of minimum age,,,HRM 3.1.4,,24
F604,RECRUITMENT,25.0,If joining prior completion of vacation- procedure,,,,,25
F604,RECRUITMENT,26.0,Emergency contact for crew joining/leaving,,,,,26
F604,WELFARE,27.0,Complaint handling procedure,,,HRM Internal,,27
F604,WELFARE,28.0,Remittance of Allotment and confirmation to personnel on board,,,,,28
F604,WELFARE,28.0,Is all joiners provided with complaint procedure and contact details,,,HRM Sec 14,,29
F604,WELFARE,29.0,Settlement of FWA,,,HRM 16.4,,30
F604,WELFARE,30.0,Social welfare / Union membership,,,,,31
F604,Misc,31.0,Providing PPE minimum supply during joining,,,HRM 9.18,,32
F604,Misc,32.0,Visa policy,,,,,33
F604,Misc,33.0,Contract Monitoring,,,,,34
F604,Misc,34.0,Internal audit and continuous improvement procedure,,,,,35
F604,Misc,35.0,Are relevant Marine notices from Liberia and Singapore available,,,,,36
F604,Misc,36.0,Procedure to handle medical case involving claims,,,,,37
F604,Misc,37.0,New Joiners Back ground check procedure,,,,,38
F604,TRAINING,38.0,Shore based Training facility & approvals,,,,,39
F604,TRAINING,39.0,Number of personnel trained,,,,,40
F604,TRAINING,40.0,Establishing training requirement,,,HRM 15.2.3,,41
F604,TRAINING,41.0,Execution and record keeping,,,,,42
F604,TRAINING,42.0,Customized training for KSM 42,,,,,43
F604,TRAINING,43.0,Training of Catering Staff,,Lib 04,,,44
F604,Verification of procedures at random for the Manning Agent (Based on Management Manual),44.0,Ensuring proficiency in English as working language,,,,,45
F604,Verification of procedures at random for the Manning Agent (Based on Management Manual),45.0,Evidence of regular payment in line with KSM agreement.,,,,,46
F604,Verification of procedures at random for the Manning Agent (Based on Management Manual),46.0,Insurance for Crew,,,,,47
F606_CREW,GENERAL,1.0,"Familiar with Vision, Mission, Core values and policies",,,APEX 2.1.1 & 3,,1
F606_CREW,GENERAL,2.0,Awareness of Office Organisation,,,OPM 2.0,,2
F606_CREW,GENERAL,3.0,Familiar with Crew Department roles and responsibilities,,,OPM 3.0,,3
F606_CREW,GENERAL,4.0,"Management of Change is reviewed, properly implemented and recorded",,,"SSQE 3.3, 3.4 & 3.5",,4
F606_CREW,GENERAL,5.0,PPE of good quality and sufficient quantity are available to all on board,,,SSQE 5.2,,5
F606_CREW,GENERAL,6.0,KPI is set through internal review process,,,SSQE 10.11.8,,6
F606_CREW,GENERAL,7.0,Understanding of risk assessment process,,,SSQE 2.0,,7
F606_CREW,RECRUITMENT & EMPLOYMENT,8.0,Rotation plan is followed,,,HRM 3.3.5,,8
F606_CREW,RECRUITMENT & EMPLOYMENT,9.0,Officers matrix is complied with,,,HRM 3.3.6,,9
F606_CREW,RECRUITMENT & EMPLOYMENT,10.0,Recruitment procedure followed,,,HRM 3.5,,10
F606_CREW,RECRUITMENT & EMPLOYMENT,11.0,Minimum compliance achieved (Annex 1),,,HRM 3.5.3.1,,11
F606_CREW,RECRUITMENT & EMPLOYMENT,12.0,Use of HRM F 502 to complete document check,,,HRM 4.1.4,,12
F606_CREW,RECRUITMENT & EMPLOYMENT,13.0,Each seafarer holds valid medical examination report,,,HRM 4.1.3,,13
F606_CREW,RECRUITMENT & EMPLOYMENT,14.0,Employment agreement duly executed & available,,,HRM 4.1.4.2,,14
F606_CREW,RECRUITMENT & EMPLOYMENT,15.0,Change of officers on board follows procedure,,,HRM 4.4,,15
F606_CREW,RECRUITMENT & EMPLOYMENT,16.0,Pre-joining briefing of senior officers carried out,,,HRM 4.5,,16
F606_CREW,RECRUITMENT & EMPLOYMENT,17.0,Debriefing procedure is followed,,,HRM 4.1,,17
F606_CREW,RECRUITMENT & EMPLOYMENT,18.0,Appraisal reports are prepared timely & available (HRM S 508 & HRM S 508A),,,HRM 6.1.3.3,,18
F606_CREW,RECRUITMENT & EMPLOYMENT,19.0,Appraisal process for new joiners and interim followed,,,HRM 6.1.3.4,,19
F606_CREW,RECRUITMENT & EMPLOYMENT,20.0,Promotion procedure verified,,,HRM 6.2,,20
F606_CREW,WELFARE,21.0,Medical support to seafarer provided,,,HRM 9.16,,21
F606_CREW,WELFARE,22.0,On board complaint procedure and redressal,,,HRM 14.1.4,,22
F606_CREW,WELFARE,23.0,Provisions are supplied at regular interval,,,HRM 9.1.2,,23
F606_CREW,WELFARE,24.0,Welfare fund is utilized properly,,,HRM 9.9,,24
F606_CREW,WELFARE,25.0,Marine injury reporting system is followed,,,HRM 18.4,,25
F606_CREW,Training,26.0,"Necessary training for all shipboard personnel are identified, planned and executed",,,SSQE 8.2,,26
F606_CREW,Training,27.0,"On board trainings are carried out, records available",,,HRM 15.5.2,,27
F606_CREW,Training,28.0,Training needs are identified through established procedure,,,HRM 15.6,,28
F606_CREW,Training,29.0,Annual review of training requirement is carried out,,,HRM 15.1,,29
F606_CREW,MISC,30.0,Manning offices are audited and audit findings followed up,,,HRM 7.0,,30
F606_CREW,MISC,31.0,Records of seafarers are maintaine and readily available,,,HRM 12.0,,31
F606_CREW,MISC,32.0,"Riding gangs, service engineers and external contractors are briefed and monitored",,,HRM 17.4,,32
F606_CREW,MISC,33.0,Records of seafarers are maintaine and readily available,,,HRM 12.0,,33
F606_CREW,KEY PERFORMANCE INDICATOR,34.0,KPI for Crew Dept available and analyzed,,,HRM App D,,34
F606_CREW,ENVIRONMENT MANAGEMENT SYSTEM,35.0,Life cycle approach is understood,,,EMS 2.4,,35
F606_CREW,ENVIRONMENT MANAGEMENT SYSTEM,36.0,"Familiar with Environment policy, targets & objectives",,,"EMS 2.5, 2.6",,36
F606_CREW,ENVIRONMENT MANAGEMENT SYSTEM,37.0,Key personnel are trained and/or familiarized on EMS as appropriate,,,EMS 5.4,,37
F606_TECH,GENERAL,1.0,"Familiar with Vision, Mission, Core values and policies",,,"APEX 2.1.1, 3",,1
F606_TECH,GENERAL,2.0,Awareness of Office Organisation,,,OPM 2.0,,2
F606_TECH,GENERAL,3.0,Familiar with Tech Dept roles and responsibilities,,,OPM 3.0,,3
F606_TECH,GENERAL,4.0,"Familiar with incident, non-conformity and near miss reporting and follow up",,,SSQE 11.1.1,,4
F606_TECH,GENERAL,5.0,MOC while Superintendent is absent is followed up through handover process,,,SSQE 3.3.8,,5
F606_TECH,GENERAL,6.0,"Management of Change is reviewed, properly implemented and recorded",,,"SSQE 3.3, 3.4 & 3.5",,6
F606_TECH,GENERAL,7.0,KPI is set through internal review process,,,SSQE 10.11.8,,7
F606_TECH,GENERAL,8.0,"Drawings and various manuals are inventoried, maintained and updated as necessary",,,SSQE 12.2.2,,8
F606_TECH,GENERAL,9.0,Weekly management meetings are conducted and followed up,,,SSQE 9.2,,9
F606_TECH,GENERAL,10.0,Purchasing activity is in line with procedure and executed within reasonable time limit,,,OPM 4.3,,10
F606_TECH,SHIPBOARD OPERATIONS,11.0,Employment of riding gangs on board following appropriate safety procedure,,,HRM 17.4,,11
